epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
365,28475.8,0.57299,0.39621,0.97522,0.89825,0.84932,0.89506,0.70227,0.61419,0.48427,0.85777,0.0007988,0.0007988,0.0007988
366,28556.1,0.57171,0.40044,0.9793,0.87122,0.86301,0.89313,0.67546,0.64454,0.47099,0.89999,0.0007955,0.0007955,0.0007955
367,28635.4,0.56195,0.39142,0.96606,0.91662,0.82192,0.90679,0.69105,0.64771,0.46402,0.90231,0.0007922,0.0007922,0.0007922
368,28712.9,0.55827,0.38703,0.97063,0.90723,0.82192,0.90304,0.70841,0.62828,0.46622,0.88231,0.0007889,0.0007889,0.0007889
369,28791.9,0.58344,0.40366,0.98602,0.90376,0.84932,0.89786,0.72566,0.6289,0.49691,0.86411,0.0007856,0.0007856,0.0007856
370,28869.3,0.56053,0.38547,0.96848,0.88628,0.83562,0.88744,0.71589,0.63598,0.51176,0.85422,0.0007823,0.0007823,0.0007823
371,28949.4,0.57217,0.39197,0.98006,0.90631,0.83562,0.89421,0.69864,0.65147,0.51428,0.88886,0.000779,0.000779,0.000779
372,29028.7,0.57906,0.40993,0.97531,0.85682,0.81976,0.85397,0.64497,0.6823,0.63194,0.90474,0.0007757,0.0007757,0.0007757
373,29106.7,0.55932,0.40448,0.97963,0.84939,0.82192,0.82918,0.62268,0.69198,0.66168,0.92963,0.0007724,0.0007724,0.0007724
374,29184.7,0.5747,0.39794,0.97504,0.82378,0.76847,0.82463,0.62099,0.69236,0.65161,0.92984,0.0007691,0.0007691,0.0007691
375,29263.2,0.5779,0.41141,0.97921,0.82953,0.80822,0.8475,0.65502,0.66573,0.63637,0.88497,0.0007658,0.0007658,0.0007658
376,29340.8,0.57987,0.4098,0.99951,0.86765,0.80827,0.87246,0.67629,0.6547,0.53936,0.88326,0.0007625,0.0007625,0.0007625
377,29419.3,0.57547,0.39082,0.97137,0.83748,0.8471,0.88238,0.68301,0.64359,0.55926,0.86725,0.0007592,0.0007592,0.0007592
378,29496.2,0.58155,0.41676,0.98489,0.83365,0.87671,0.88568,0.69391,0.66016,0.51794,0.89339,0.0007559,0.0007559,0.0007559
379,29575.6,0.57471,0.41564,0.98618,0.86149,0.86301,0.89107,0.70077,0.63455,0.49953,0.86642,0.0007526,0.0007526,0.0007526
380,29653.3,0.56657,0.39597,0.98612,0.87205,0.82192,0.87602,0.68293,0.60257,0.54293,0.85252,0.0007493,0.0007493,0.0007493
381,29730.4,0.58762,0.39894,0.9845,0.90933,0.82435,0.87648,0.70646,0.58941,0.53296,0.84085,0.000746,0.000746,0.000746
382,29807.6,0.57064,0.40512,0.98251,0.89511,0.87671,0.88951,0.70664,0.59678,0.52118,0.84931,0.0007427,0.0007427,0.0007427
383,29885.2,0.55872,0.40196,0.96739,0.87551,0.84932,0.87182,0.69022,0.63581,0.47228,0.89024,0.0007394,0.0007394,0.0007394
384,29962.5,0.55836,0.39892,0.96499,0.88536,0.84637,0.8796,0.695,0.62643,0.49197,0.87128,0.0007361,0.0007361,0.0007361
385,30039.5,0.58715,0.40919,0.99195,0.89885,0.86301,0.86846,0.67792,0.62196,0.51148,0.86487,0.0007328,0.0007328,0.0007328
386,30117.4,0.5725,0.40223,0.98267,0.89741,0.87671,0.87238,0.67771,0.62792,0.49899,0.86329,0.0007295,0.0007295,0.0007295
387,30196.4,0.56695,0.39527,0.97477,0.84225,0.86301,0.89193,0.70006,0.63692,0.52087,0.85512,0.0007262,0.0007262,0.0007262
388,30277.6,0.54889,0.37886,0.96621,0.89189,0.83562,0.88959,0.68639,0.65667,0.51185,0.86422,0.0007229,0.0007229,0.0007229
389,30356.7,0.60157,0.42094,0.99779,0.84087,0.86868,0.90601,0.70413,0.66318,0.50868,0.89736,0.0007196,0.0007196,0.0007196
390,30434.5,0.56613,0.38959,0.98375,0.88502,0.8436,0.90821,0.71561,0.63538,0.56122,0.89703,0.0007163,0.0007163,0.0007163
391,30513,0.57563,0.40715,0.98278,0.844,0.89041,0.91131,0.72644,0.58918,0.53644,0.85161,0.000713,0.000713,0.000713
392,30590.9,0.58064,0.39874,0.99284,0.88357,0.86301,0.89017,0.70072,0.61197,0.52871,0.85368,0.0007097,0.0007097,0.0007097
393,30672.8,0.59983,0.40882,0.99914,0.90087,0.89041,0.91011,0.71008,0.63201,0.49323,0.85569,0.0007064,0.0007064,0.0007064
394,30752.7,0.57007,0.41778,0.98028,0.88398,0.83502,0.90658,0.71835,0.61893,0.51995,0.84017,0.0007031,0.0007031,0.0007031
395,30831.5,0.56733,0.39624,0.9791,0.85804,0.82802,0.88355,0.70745,0.62158,0.5913,0.85273,0.0006998,0.0006998,0.0006998
396,30907.3,0.57205,0.39395,0.97985,0.85871,0.83261,0.90146,0.70522,0.64738,0.58178,0.88112,0.0006965,0.0006965,0.0006965
397,30981.5,0.58073,0.39713,0.9691,0.84008,0.86356,0.89341,0.68905,0.66589,0.55538,0.88329,0.0006932,0.0006932,0.0006932
398,31056.2,0.55325,0.38972,0.97048,0.82442,0.89041,0.88675,0.68706,0.66696,0.53402,0.87255,0.0006899,0.0006899,0.0006899
399,31132.3,0.54285,0.38568,0.97114,0.89792,0.84352,0.89156,0.68484,0.64274,0.57783,0.86764,0.0006866,0.0006866,0.0006866
400,31208.9,0.57315,0.39544,0.98014,0.88311,0.83562,0.87942,0.66494,0.65002,0.78292,0.86834,0.0006833,0.0006833,0.0006833
401,31287.2,0.57748,0.39927,0.97704,0.86126,0.83562,0.86228,0.64777,0.68143,1.0488,0.92704,0.00068,0.00068,0.00068
402,31372.4,0.55914,0.38878,0.97095,0.88604,0.82192,0.86018,0.6582,0.66824,0.741,0.90812,0.0006767,0.0006767,0.0006767
403,31462.7,0.53452,0.38184,0.95826,0.92462,0.84932,0.87938,0.68095,0.65604,0.55104,0.87641,0.0006734,0.0006734,0.0006734
404,31552.6,0.55845,0.39601,0.96766,0.92397,0.83236,0.8892,0.68943,0.63369,0.59777,0.8795,0.0006701,0.0006701,0.0006701
405,31641.8,0.58187,0.4038,0.97952,0.89639,0.82965,0.87471,0.69306,0.63759,0.55783,0.87586,0.0006668,0.0006668,0.0006668
406,31731.6,0.56808,0.39235,0.98294,0.87012,0.83562,0.87755,0.6912,0.63998,0.56889,0.88535,0.0006635,0.0006635,0.0006635
407,31822.3,0.54269,0.37494,0.96292,0.87934,0.73973,0.86624,0.69448,0.62606,0.66788,0.84932,0.0006602,0.0006602,0.0006602
408,31913.5,0.54198,0.38523,0.96632,0.86983,0.82383,0.88485,0.70767,0.63258,0.5891,0.86863,0.0006569,0.0006569,0.0006569
409,32004.2,0.54518,0.38816,0.96637,0.86647,0.87671,0.8928,0.70374,0.62783,0.52829,0.86429,0.0006536,0.0006536,0.0006536
410,32089.2,0.5269,0.37438,0.94696,0.90886,0.81966,0.88503,0.70635,0.62944,0.53344,0.8726,0.0006503,0.0006503,0.0006503
411,32163,0.57143,0.39917,0.98598,0.88634,0.85465,0.87406,0.70526,0.62963,0.56972,0.88526,0.000647,0.000647,0.000647
412,32237.3,0.5568,0.38179,0.97144,0.88033,0.87671,0.87036,0.70045,0.63845,0.57924,0.90442,0.0006437,0.0006437,0.0006437
413,32311.6,0.53365,0.3711,0.95705,0.88742,0.86301,0.88162,0.7088,0.64207,0.64201,0.91066,0.0006404,0.0006404,0.0006404
414,32386.3,0.55663,0.38187,0.97461,0.87029,0.82724,0.8665,0.68808,0.64003,0.8872,0.90944,0.0006371,0.0006371,0.0006371
415,32460.9,0.56128,0.38935,0.97877,0.91724,0.78082,0.82808,0.66015,0.63102,0.85795,0.90352,0.0006338,0.0006338,0.0006338
416,32540,0.56092,0.39144,0.97493,0.89165,0.78918,0.83109,0.65721,0.62728,0.73391,0.89032,0.0006305,0.0006305,0.0006305
417,32614.3,0.54253,0.38151,0.95999,0.85736,0.78082,0.85153,0.65705,0.67602,0.9302,0.91917,0.0006272,0.0006272,0.0006272
418,32688.5,0.55223,0.3798,0.97617,0.88971,0.78082,0.86255,0.66735,0.67697,0.82818,0.90723,0.0006239,0.0006239,0.0006239
419,32763,0.55116,0.38701,0.96654,0.85485,0.82192,0.86372,0.66168,0.67416,0.74474,0.9,0.0006206,0.0006206,0.0006206
420,32837.8,0.55315,0.38678,0.97882,0.87806,0.80822,0.8603,0.6707,0.67887,0.64942,0.92705,0.0006173,0.0006173,0.0006173
421,32912,0.53222,0.37,0.96213,0.88746,0.78082,0.86157,0.66678,0.71366,0.62103,0.95867,0.000614,0.000614,0.000614
422,32986.1,0.52153,0.35992,0.95614,0.84947,0.84932,0.87377,0.66529,0.69625,0.59299,0.94343,0.0006107,0.0006107,0.0006107
423,33062.1,0.57136,0.38543,0.98613,0.84611,0.82854,0.86171,0.65528,0.68842,0.61933,0.95241,0.0006074,0.0006074,0.0006074
424,33137.1,0.53485,0.37101,0.95364,0.89038,0.77892,0.84928,0.63889,0.67028,0.64062,0.9267,0.0006041,0.0006041,0.0006041
425,33212.1,0.56208,0.38801,0.97468,0.87463,0.7646,0.84379,0.65864,0.63801,0.61741,0.91848,0.0006008,0.0006008,0.0006008
426,33286.9,0.51749,0.36863,0.95596,0.86981,0.75342,0.83643,0.66313,0.63566,0.66129,0.91316,0.0005975,0.0005975,0.0005975
427,33361.7,0.5487,0.37649,0.97579,0.88295,0.73973,0.80568,0.6352,0.6446,0.68932,0.91171,0.0005942,0.0005942,0.0005942
428,33436.5,0.53083,0.37189,0.95876,0.91351,0.73973,0.83659,0.65345,0.64469,0.61431,0.8961,0.0005909,0.0005909,0.0005909
429,33511.5,0.54738,0.38464,0.98006,0.86701,0.80822,0.85009,0.68392,0.61979,0.53976,0.88012,0.0005876,0.0005876,0.0005876
430,33586.5,0.53069,0.36991,0.96355,0.88475,0.82192,0.85986,0.68823,0.59966,0.53869,0.82945,0.0005843,0.0005843,0.0005843
431,33662.2,0.53344,0.38593,0.96627,0.87962,0.82192,0.85742,0.69013,0.58805,0.5498,0.81163,0.000581,0.000581,0.000581
432,33737.5,0.54848,0.37354,0.97139,0.87309,0.83562,0.84628,0.68757,0.5911,0.59938,0.81105,0.0005777,0.0005777,0.0005777
433,33812.6,0.50444,0.36668,0.94649,0.90709,0.84932,0.86761,0.69234,0.59318,0.56291,0.80316,0.0005744,0.0005744,0.0005744
434,33888.1,0.57978,0.40923,0.98867,0.87447,0.85887,0.87046,0.69442,0.581,0.60945,0.80884,0.0005711,0.0005711,0.0005711
435,33963.1,0.54654,0.37284,0.97005,0.90327,0.79452,0.8675,0.69637,0.59108,0.62272,0.8305,0.0005678,0.0005678,0.0005678
436,34038.2,0.54473,0.38398,0.96749,0.87278,0.84932,0.86313,0.69891,0.62105,0.56937,0.86793,0.0005645,0.0005645,0.0005645
437,34114.1,0.54019,0.37319,0.96244,0.89253,0.82192,0.89248,0.71695,0.61175,0.54636,0.86692,0.0005612,0.0005612,0.0005612
438,34189.7,0.51082,0.35024,0.94774,0.90621,0.79415,0.89828,0.72449,0.61127,0.52933,0.86091,0.0005579,0.0005579,0.0005579
